"sdc_deal_number","company_name","exit_type","date_announced_filed","date_completed_issued","ticker","proceeds_amt_overallot_sold_all_markets_usd","acquiror_name","rank_value_incl_net_debt_sum_usd","rank_value_incl_net_debt_average_usd","rank_value_incl_net_debt_median_usd","m_a_deal_value_average_usd","m_a_deal_value_sum_usd","m_a_deal_value_median_usd","value_of_earnout_average_usd","value_of_earnout_sum_usd","value_of_earnout_median_usd","purchase_price_average_usd","purchase_price_sum_usd","purchase_price_median_usd","time_to_exit_years","no_of_deals","no_of_ipos","no_of_deals_w_m_a_deal_value","exit_portfolio_company_trbc_industry_group","exit_portfolio_company_trbc_industry","exit_portfolio_company_trbc_economic_sector","exit_portfolio_company_trbc_business_sector","exit_portfolio_company_trbc_activity","exit_date_completed_issued_30","exit_portfolio_company_nation","exit_date_announced_filed_32","exit_date_completed_issued_33","exit_date_completed_issued_34","exit_date_announced_filed_35","exit_date_completed_issued_36","exit_date_completed_issued_37","exit_date_announced_filed_38","exit_date_completed_issued_39","exit_year","company","exit_value","sector"
"154085472335","Cloudcherry Analytics Pvt Ltd","Merger","26/08/2019","11/10/2019",NA,0,"Cisco Systems Inc",0,0,0,0,0,0,0,0,0,0,0,0,4.3,1,0,0,"Software & IT Services","Software","Technology","Software & IT Services","Software (NEC)","11/10/2019","India","26/08/2019","11/10/2019","11/10/2019","26/08/2019","11/10/2019","11/10/2019","26/08/2019","11/10/2019",NA,"Cloudcherry Analytics Pvt Ltd",154085472335,"Software & IT Services"
"154085196399","Lighthouse Learning Pvt Ltd","Secondary Sales","05/09/2019","05/09/2019",NA,0,"KKR & Co Inc",0,0,0,0,0,0,0,0,0,0,0,0,6.4,1,0,0,"Miscellaneous Educational Service Providers","Miscellaneous Educational Service Providers","Academic & Educational Services","Academic & Educational Services","Miscellaneous Educational Service Providers","05/09/2019","India","05/09/2019","05/09/2019","05/09/2019","05/09/2019","05/09/2019","05/09/2019","05/09/2019","05/09/2019",NA,"Lighthouse Learning Pvt Ltd",154085196399,"Miscellaneous Educational Service Providers"
"154082981091","Synergy Property Development Services Pvt Ltd","Merger","18/09/2019","16/10/2019",NA,0,"Colliers International Group Inc",0,0,0,0,0,0,0,0,0,0,0,0,11.5,1,0,0,"Real Estate Operations","Real Estate Services","Real Estate","Real Estate","Real Estate Services (NEC)","16/10/2019","India","18/09/2019","16/10/2019","16/10/2019","18/09/2019","16/10/2019","16/10/2019","18/09/2019","16/10/2019",NA,"Synergy Property Development Services Pvt Ltd",154082981091,"Real Estate Operations"
"154085515188","Aspiring Minds Assessment Pvt Ltd","Merger","22/10/2019","03/12/2019",NA,0,"SHL Global Management Ltd",0,0,0,0,0,0,0,0,0,0,0,0,8.1,1,0,0,"Computers, Phones & Household Electronics","Computer Hardware","Technology","Technology Equipment","Laptop & Desktop Computers","03/12/2019","India","22/10/2019","03/12/2019","03/12/2019","22/10/2019","03/12/2019","03/12/2019","22/10/2019","03/12/2019",NA,"Aspiring Minds Assessment Pvt Ltd",154085515188,"Computers, Phones & Household Electronics"
"154085534663","Bharat Serums & Vaccines Ltd","Secondary Sales","18/11/2019","31/12/2019",NA,0,"Advent International Corp",0,0,0,0,0,0,0,0,0,0,0,0,19.3,1,0,0,"Biotechnology & Medical Research","Biotechnology & Medical Research","Healthcare","Pharmaceuticals & Medical Research","Biotechnology & Medical Research (NEC)","31/12/2019","India","18/11/2019","31/12/2019","31/12/2019","18/11/2019","31/12/2019","31/12/2019","18/11/2019","31/12/2019",NA,"Bharat Serums & Vaccines Ltd",154085534663,"Biotechnology & Medical Research"
"154085540209","Prime Focus Technologies Ltd","Secondary Sales","22/11/2019","22/11/2019",NA,0,"Investor Group",0,0,0,0,0,0,0,0,0,0,0,0,7.1,1,0,0,"Software & IT Services","Software","Technology","Software & IT Services","Application Software","22/11/2019","India","22/11/2019","22/11/2019","22/11/2019","22/11/2019","22/11/2019","22/11/2019","22/11/2019","22/11/2019",NA,"Prime Focus Technologies Ltd",154085540209,"Software & IT Services"
"154085531196","Biosense Technologies Pvt Ltd","Merger","07/11/2019","07/11/2019",NA,0,"Tulip Diagnostics (P) Ltd",0,0,0,0,0,0,0,0,0,0,0,0,7.6,1,0,0,"Healthcare Equipment & Supplies","Medical Equipment, Supplies & Distribution","Healthcare","Healthcare Services & Equipment","Medical Equipment","07/11/2019","India","07/11/2019","07/11/2019","07/11/2019","07/11/2019","07/11/2019","07/11/2019","07/11/2019","07/11/2019",NA,"Biosense Technologies Pvt Ltd",154085531196,"Healthcare Equipment & Supplies"
"154085541240","Omapal Technologies Pvt Ltd","Merger","27/11/2019","27/11/2019",NA,0,"AARK World Pvt Ltd",0,0,0,0,0,0,0,0,0,0,0,0,3.2,1,0,0,"Personal & Household Products & Services","Personal Services","Consumer Non-Cyclicals","Personal & Household Products & Services","Consumer Goods Rental","27/11/2019","India","27/11/2019","27/11/2019","27/11/2019","27/11/2019","27/11/2019","27/11/2019","27/11/2019","27/11/2019",NA,"Omapal Technologies Pvt Ltd",154085541240,"Personal & Household Products & Services"
"154085541052","Relevant e-Solutions Private Ltd","Merger","25/11/2019","25/11/2019",NA,0,"Glance InMobi Pte Ltd",0,0,0,0,0,0,0,0,0,0,0,0,4.7,1,0,0,"Software & IT Services","Software","Technology","Software & IT Services","Software (NEC)","25/11/2019","India","25/11/2019","25/11/2019","25/11/2019","25/11/2019","25/11/2019","25/11/2019","25/11/2019","25/11/2019",NA,"Relevant e-Solutions Private Ltd",154085541052,"Software & IT Services"
"154085638229","Maiden Marketing (India) Pvt Ltd","Merger","18/03/2020","18/03/2020",NA,0,"AnyMind Pte Ltd",0,0,0,0,0,0,0,0,0,0,0,0,7.4,1,0,0,"Software & IT Services","Software","Technology","Software & IT Services","Software (NEC)","18/03/2020","India","18/03/2020","18/03/2020","18/03/2020","18/03/2020","18/03/2020","18/03/2020","18/03/2020","18/03/2020",NA,"Maiden Marketing (India) Pvt Ltd",154085638229,"Software & IT Services"
"154084932823","IndoStar Capital Finance Ltd","IPO","03/11/2015","18/05/2018",NA,273.1,NA,0,0,0,0,0,0,0,0,0,0,0,0,7.1,1,1,0,"Banking Services","Consumer Lending","Financials","Banking & Investment Services","Consumer Lending (NEC)","18/05/2018","India","03/11/2015","18/05/2018","18/05/2018","03/11/2015","18/05/2018","18/05/2018","03/11/2015","18/05/2018",NA,"IndoStar Capital Finance Ltd",154084932823,"Banking Services"
"154085638222","Dailyninja Delivery Services Pvt Ltd","Merger","24/03/2020","25/03/2020",NA,0,"Supermarket Grocery Supplies Pvt Ltd",0,0,0,0,0,0,0,0,0,0,0,0,3.6,1,0,0,"Software & IT Services","Software","Technology","Software & IT Services","Mobile Application Software","25/03/2020","India","24/03/2020","25/03/2020","25/03/2020","24/03/2020","25/03/2020","25/03/2020","24/03/2020","25/03/2020",NA,"Dailyninja Delivery Services Pvt Ltd",154085638222,"Software & IT Services"
"154085772061","Laqshya Media Pvt Ltd","Merger","12/03/2020","12/03/2020",NA,0,"Investor Group",0,0,0,0,0,0,0,0,0,0,0,0,13.4,1,0,0,"Personal & Household Products & Services","Personal Services","Consumer Non-Cyclicals","Personal & Household Products & Services","Personal Services (NEC)","12/03/2020","India","12/03/2020","12/03/2020","12/03/2020","12/03/2020","12/03/2020","12/03/2020","12/03/2020","12/03/2020",NA,"Laqshya Media Pvt Ltd",154085772061,"Personal & Household Products & Services"
"154085813329","Aeon Learning Pvt Ltd","Merger","18/06/2020","18/06/2020",NA,0,"GetMyUni Educational Services",0,0,0,0,0,0,0,0,0,0,0,0,2.4,1,0,0,"Professional & Business Education","Professional & Business Education","Academic & Educational Services","Academic & Educational Services","Professional & Business Education","18/06/2020","India","18/06/2020","18/06/2020","18/06/2020","18/06/2020","18/06/2020","18/06/2020","18/06/2020","18/06/2020",NA,"Aeon Learning Pvt Ltd",154085813329,"Professional & Business Education"
"154085813874","Zed Lifestyle Pvt Ltd","Merger","30/06/2020","30/06/2020",NA,0,"Marico Ltd",0,0,0,0,0,0,0,0,0,0,0,0,2.5,1,0,0,"Diversified Retail","Department Stores","Consumer Cyclicals","Retailers","Internet & Mail Order Department Stores","30/06/2020","India","30/06/2020","30/06/2020","30/06/2020","30/06/2020","30/06/2020","30/06/2020","30/06/2020","30/06/2020",NA,"Zed Lifestyle Pvt Ltd",154085813874,"Diversified Retail"
"154086865001","Luxeva India Pvt Ltd","Merger","07/08/2020","07/08/2020",NA,0,"Sanghvi Beauty & Technologies Pvt Ltd",0,0,0,0,0,0,0,0,0,0,0,0,4.8,1,0,0,"Software & IT Services","Online Services","Technology","Software & IT Services","Online Services (NEC)","07/08/2020","India","07/08/2020","07/08/2020","07/08/2020","07/08/2020","07/08/2020","07/08/2020","07/08/2020","07/08/2020",NA,"Luxeva India Pvt Ltd",154086865001,"Software & IT Services"
"154085383264","Netmeds Marketplace Ltd","Merger","18/08/2020","18/08/2020",NA,0,"Reliance Retail Ventures Ltd",0,0,0,0,0,0,0,0,0,0,0,0,4.8,1,0,0,"Software & IT Services","Online Services","Technology","Software & IT Services","E-commerce & Auction Services","18/08/2020","India","18/08/2020","18/08/2020","18/08/2020","18/08/2020","18/08/2020","18/08/2020","18/08/2020","18/08/2020",NA,"Netmeds Marketplace Ltd",154085383264,"Software & IT Services"
"154086998541","Zippin Pharma Pvt Ltd","Merger","04/11/2020","04/11/2020",NA,0,"Undisclosed Acquiror",0,0,0,0,0,0,0,0,0,0,0,0,1.9,1,0,0,"Food & Drug Retailing","Drug Retailers","Consumer Non-Cyclicals","Food & Drug Retailing","Drug Retailers (NEC)","04/11/2020","India","04/11/2020","04/11/2020","04/11/2020","04/11/2020","04/11/2020","04/11/2020","04/11/2020","04/11/2020",NA,"Zippin Pharma Pvt Ltd",154086998541,"Food & Drug Retailing"
"154085638337","Omniactive Health Technologies Ltd","Secondary Sales","11/01/2021","11/01/2021",NA,0,"TA Associates Advisory Pvt Ltd",0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,"Food & Tobacco","Food Processing","Consumer Non-Cyclicals","Food & Beverages","Special Foods & Wellbeing Products","11/01/2021","India","11/01/2021","11/01/2021","11/01/2021","11/01/2021","11/01/2021","11/01/2021","11/01/2021","11/01/2021",NA,"Omniactive Health Technologies Ltd",154085638337,"Food & Tobacco"
"154086988057","Newgen Imaging Systems","Merger","08/10/2020","14/10/2020",NA,0,"Investor Group",0,0,0,0,0,0,0,0,0,0,0,0,5.9,1,0,0,"Personal & Household Products & Services","Personal Services","Consumer Non-Cyclicals","Personal & Household Products & Services","Personal Services (NEC)","14/10/2020","India","08/10/2020","14/10/2020","14/10/2020","08/10/2020","14/10/2020","14/10/2020","08/10/2020","14/10/2020",NA,"Newgen Imaging Systems",154086988057,"Personal & Household Products & Services"
"154087092218","Fitternity Health E-solution Pvt Ltd","Merger","09/02/2021","09/02/2021",NA,0,"Diverse Retails Pvt Ltd",0,0,0,0,0,0,0,0,0,0,0,0,5.6,1,0,0,"Software & IT Services","Online Services","Technology","Software & IT Services","Online Services (NEC)","09/02/2021","India","09/02/2021","09/02/2021","09/02/2021","09/02/2021","09/02/2021","09/02/2021","09/02/2021","09/02/2021",NA,"Fitternity Health E-solution Pvt Ltd",154087092218,"Software & IT Services"
"154087093969","Modern Food Enterprises Pvt Ltd","Merger","24/02/2021","24/02/2021",NA,0,"Grupo Bimbo SAB de CV",0,0,0,0,0,0,0,0,0,0,0,0,5.5,1,0,0,"Food & Tobacco","Food Processing","Consumer Non-Cyclicals","Food & Beverages","Food Processing (NEC)","24/02/2021","India","24/02/2021","24/02/2021","24/02/2021","24/02/2021","24/02/2021","24/02/2021","24/02/2021","24/02/2021",NA,"Modern Food Enterprises Pvt Ltd",154087093969,"Food & Tobacco"
"154085590295","Way2wealth Securities Pvt Ltd","Merger","23/01/2020","23/01/2020",NA,0,"Shriram Group",0,0,0,0,0,0,0,0,0,0,0,0,19.1,1,0,0,"Professional & Commercial Services","Business Support Services","Industrials","Industrial & Commercial Services","Management Consulting Services","23/01/2020","India","23/01/2020","23/01/2020","23/01/2020","23/01/2020","23/01/2020","23/01/2020","23/01/2020","23/01/2020",NA,"Way2wealth Securities Pvt Ltd",154085590295,"Professional & Commercial Services"
"154087115689","Valuefirst Digital Media Pvt Ltd","Merger","16/03/2021","16/03/2021",NA,0,"Twilio Inc",0,0,0,0,0,0,0,0,0,0,0,0,12.2,1,0,0,"Software & IT Services","Software","Technology","Software & IT Services","Software (NEC)","16/03/2021","India","16/03/2021","16/03/2021","16/03/2021","16/03/2021","16/03/2021","16/03/2021","16/03/2021","16/03/2021",NA,"Valuefirst Digital Media Pvt Ltd",154087115689,"Software & IT Services"
"154087101324","Parksons Packaging Limited","Secondary Sales","26/04/2021","26/04/2021",NA,0,"Green Fin Investments BV",0,0,0,0,0,0,0,0,0,0,0,0,14.8,1,0,0,"Containers & Packaging","Non-Paper Containers & Packaging","Basic Materials","Applied Resources","Non-Paper Containers & Packaging (NEC)","26/04/2021","India","26/04/2021","26/04/2021","26/04/2021","26/04/2021","26/04/2021","26/04/2021","26/04/2021","26/04/2021",NA,"Parksons Packaging Limited",154087101324,"Containers & Packaging"
"154087164829","Sunsource Energy Pvt Ltd","Merger","05/05/2021","05/05/2021",NA,0,"SHV Energy NV",0,0,0,0,0,0,0,0,0,0,0,0,3.2,1,0,0,"Construction & Engineering","Construction & Engineering","Industrials","Industrial & Commercial Services","Electric Power Plant Construction","05/05/2021","India","05/05/2021","05/05/2021","05/05/2021","05/05/2021","05/05/2021","05/05/2021","05/05/2021","05/05/2021",NA,"Sunsource Energy Pvt Ltd",154087164829,"Construction & Engineering"
"154087178177","Aragen Life Sciences Pvt Ltd","Secondary Sales","17/05/2021","17/05/2021",NA,0,"Goldman Sachs Group Inc",0,0,0,0,0,0,0,0,0,0,0,0,5.5,1,0,0,"Biotechnology & Medical Research","Biotechnology & Medical Research","Healthcare","Pharmaceuticals & Medical Research","Biotechnology & Medical Research (NEC)","17/05/2021","India","17/05/2021","17/05/2021","17/05/2021","17/05/2021","17/05/2021","17/05/2021","17/05/2021","17/05/2021",NA,"Aragen Life Sciences Pvt Ltd",154087178177,"Biotechnology & Medical Research"
"154087198984","Vikram Hospital & Heart Care Pvt  Ltd","Merger","03/06/2021","03/06/2021",NA,0,"Manipal Health Enterprises Pvt Ltd",0,0,0,0,0,0,0,0,0,0,0,0,13.4,1,0,0,"Healthcare Providers & Services","Healthcare Facilities & Services","Healthcare","Healthcare Services & Equipment","Hospitals, Clinics & Primary Care Services","03/06/2021","India","03/06/2021","03/06/2021","03/06/2021","03/06/2021","03/06/2021","03/06/2021","03/06/2021","03/06/2021",NA,"Vikram Hospital & Heart Care Pvt  Ltd",154087198984,"Healthcare Providers & Services"
"154087212901","Treadfit Technologies Pvt Ltd","Merger","10/06/2021","10/06/2021",NA,0,"Diverse Retails Pvt Ltd",0,0,0,0,0,0,0,0,0,0,0,0,0.7,1,0,0,"Leisure Products","Recreational Products","Consumer Cyclicals","Cyclical Consumer Products","Sporting & Outdoor Goods","10/06/2021","India","10/06/2021","10/06/2021","10/06/2021","10/06/2021","10/06/2021","10/06/2021","10/06/2021","10/06/2021",NA,"Treadfit Technologies Pvt Ltd",154087212901,"Leisure Products"
"154087195444","1MG Technologies Pvt Ltd","Merger","10/06/2021","10/06/2021",NA,0,"Tata Digital Ltd",0,0,0,0,0,0,0,0,0,0,0,0,6.1,1,0,0,"Diversified Retail","Department Stores","Consumer Cyclicals","Retailers","Internet & Mail Order Department Stores","10/06/2021","India","10/06/2021","10/06/2021","10/06/2021","10/06/2021","10/06/2021","10/06/2021","10/06/2021","10/06/2021",NA,"1MG Technologies Pvt Ltd",154087195444,"Diversified Retail"
"154087213950","O(1) India Pvt Ltd","Merger","14/06/2021","14/06/2021",NA,0,"Glance InMobi Pte Ltd",0,0,0,0,0,0,0,0,0,0,0,0,2.9,1,0,0,"Software & IT Services","Software","Technology","Software & IT Services","Mobile Application Software","14/06/2021","India","14/06/2021","14/06/2021","14/06/2021","14/06/2021","14/06/2021","14/06/2021","14/06/2021","14/06/2021",NA,"O(1) India Pvt Ltd",154087213950,"Software & IT Services"
"154084935398","Newgen Software Technologies Ltd","IPO","27/09/2017","19/01/2018",NA,66.53,NA,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,0,"Software & IT Services","Software","Technology","Software & IT Services","Enterprise Software","19/01/2018","India","27/09/2017","19/01/2018","19/01/2018","27/09/2017","19/01/2018","19/01/2018","27/09/2017","19/01/2018",NA,"Newgen Software Technologies Ltd",154084935398,"Software & IT Services"
"154087224439","Encube Ethicals Pvt Ltd","Merger","28/06/2021","28/06/2021",NA,0,"Investor Group",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Pharmaceuticals","Pharmaceuticals","Healthcare","Pharmaceuticals & Medical Research","Pharmaceuticals (NEC)","28/06/2021","India","28/06/2021","28/06/2021","28/06/2021","28/06/2021","28/06/2021","28/06/2021","28/06/2021","28/06/2021",NA,"Encube Ethicals Pvt Ltd",154087224439,"Pharmaceuticals"
"154087231373","Northerly Automotive Solutions Pvt Ltd","Merger","05/07/2021","05/07/2021",NA,0,"TVS Automobile Solutions Pvt Ltd",0,0,0,0,0,0,0,0,0,0,0,0,4.4,1,0,0,"Software & IT Services","Online Services","Technology","Software & IT Services","Online Services (NEC)","05/07/2021","India","05/07/2021","05/07/2021","05/07/2021","05/07/2021","05/07/2021","05/07/2021","05/07/2021","05/07/2021",NA,"Northerly Automotive Solutions Pvt Ltd",154087231373,"Software & IT Services"
"154087231824","Playment","Merger","06/07/2021","06/07/2021",NA,0,"Telus International Inc",0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,"Software & IT Services","Software","Technology","Software & IT Services","Software (NEC)","06/07/2021","India","06/07/2021","06/07/2021","06/07/2021","06/07/2021","06/07/2021","06/07/2021","06/07/2021","06/07/2021",NA,"Playment",154087231824,"Software & IT Services"
"154087234339","Procureli India Pvt Ltd","Merger","07/07/2021","07/07/2021",NA,0,"Defmacro Software Pvt Ltd",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Financial Technology (Fintech) & Infrastructure","Financial Technology (Fintech)","Technology","Financial Technology (Fintech) & Infrastructure","Financial Technology (Fintech) (NEC)","07/07/2021","India","07/07/2021","07/07/2021","07/07/2021","07/07/2021","07/07/2021","07/07/2021","07/07/2021","07/07/2021",NA,"Procureli India Pvt Ltd",154087234339,"Financial Technology (Fintech) & Infrastructure"
"154087242339","WeColab Edusystem Pvt Ltd","Merger","15/07/2021","15/07/2021",NA,0,"Vedantu Innovations Pvt Ltd",0,0,0,0,0,0,0,0,0,0,0,0,1.2,1,0,0,"Software & IT Services","Online Services","Technology","Software & IT Services","Online Services (NEC)","15/07/2021","India","15/07/2021","15/07/2021","15/07/2021","15/07/2021","15/07/2021","15/07/2021","15/07/2021","15/07/2021",NA,"WeColab Edusystem Pvt Ltd",154087242339,"Software & IT Services"
"154087245202","SZS Tech Pvt Ltd","Merger","20/07/2021","20/07/2021",NA,0,"YouTube Inc",0,0,0,0,0,0,0,0,0,0,0,0,1.7,1,0,0,"Software & IT Services","Software","Technology","Software & IT Services","Application Software","20/07/2021","India","20/07/2021","20/07/2021","20/07/2021","20/07/2021","20/07/2021","20/07/2021","20/07/2021","20/07/2021",NA,"SZS Tech Pvt Ltd",154087245202,"Software & IT Services"
"154087252269","FJS Tech Pvt Ltd","Merger","26/07/2021","26/07/2021",NA,0,"Sorting Hat Technologies Pvt Ltd",0,0,0,0,0,0,0,0,0,0,0,0,1.8,1,0,0,"Software & IT Services","Software","Technology","Software & IT Services","Software (NEC)","26/07/2021","India","26/07/2021","26/07/2021","26/07/2021","26/07/2021","26/07/2021","26/07/2021","26/07/2021","26/07/2021",NA,"FJS Tech Pvt Ltd",154087252269,"Software & IT Services"
"154086844188","Policybazaar Insurance Brokers Pvt Ltd","IPO","05/12/2017","05/12/2017",NA,932.4,NA,0,0,0,0,0,0,0,0,0,0,0,0,6.6,1,1,0,"Insurance","Multiline Insurance & Brokers","Financials","Insurance","Insurance Brokers","05/12/2017","India","05/12/2017","05/12/2017","05/12/2017","05/12/2017","05/12/2017","05/12/2017","05/12/2017","05/12/2017",NA,"Policybazaar Insurance Brokers Pvt Ltd",154086844188,"Insurance"
"154087282834","TNT India Ltd","Merger","25/08/2021","25/08/2021",NA,0,"Delhivery Pvt Ltd",0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,"Freight & Logistics Services","Ground Freight & Logistics","Industrials","Transportation","Ground Freight & Logistics (NEC)","25/08/2021","India","25/08/2021","25/08/2021","25/08/2021","25/08/2021","25/08/2021","25/08/2021","25/08/2021","25/08/2021",NA,"TNT India Ltd",154087282834,"Freight & Logistics Services"
"154087316818","Informds Technologies Pvt Ltd","Merger","03/08/2021","03/08/2021",NA,0,"Arctern Healthcare Pvt Ltd",0,0,0,0,0,0,0,0,0,0,0,0,3.9,1,0,0,"Software & IT Services","Software","Technology","Software & IT Services","Software (NEC)","03/08/2021","India","03/08/2021","03/08/2021","03/08/2021","03/08/2021","03/08/2021","03/08/2021","03/08/2021","03/08/2021",NA,"Informds Technologies Pvt Ltd",154087316818,"Software & IT Services"
"154087262841","Whodat Tech Pvt Ltd","Merger","04/08/2021","04/08/2021",NA,0,"Think & Learn Pvt Ltd",0,0,0,0,0,0,0,0,0,0,0,0,4.3,1,0,0,"Software & IT Services","Software","Technology","Software & IT Services","Software (NEC)","04/08/2021","India","04/08/2021","04/08/2021","04/08/2021","04/08/2021","04/08/2021","04/08/2021","04/08/2021","04/08/2021",NA,"Whodat Tech Pvt Ltd",154087262841,"Software & IT Services"
